RecordID,paper_name,Attack Name,Objective,Threat Model,Attacker Knowledge,is Backdoor,Attack Type,Attack Phase,Domain,Task Type,Applicable in the physical domain,Description,Attack's success rate - digital domain,Attack's success rate - physical domain,Attacked models,Datasets,Reference
0.0,25_AnEnsembleDeepLearningBasedCyberAttackDetectioninIndustrialControlSystem.pdf,Ensemble Deep Learning-based Cyber-Attack Detection,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Uses DNN and DT for attack detection.,97.835%,,"['DNN', 'DT', 'RF', 'AdaBoost']","['GP', 'SWaT']",https://doi.org/10.1109/ACCESS.2020.2992249
0.0,27_Adeepandscalableunsupervisedmachinelearningsystemforcyberattackdetectioninlargescalesmartgrids.pdf,Unsupervised Anomaly Detection,Availability,Gradient-Based,WhiteBox,False,Evasion,Serving,Cyber,Semi-supervised,no,Statistical correlation and symbolic dynamic filtering for anomaly detection.,99%,,,"IEEE 39, 118, 2848 bus systems",
0.0,2_TPatchATriggeredPhysicalAdversarialPatch.pdf,TPatch,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Triggered by acoustic signals to evade detection.,100%,86.4%,"['YOLO V3/V5', 'Faster R-CNN']","['KITTI', 'BDD100K', 'ImageNet']",https://github.com/forget2save/TPatch
0.0,30_AnEfficientDeepLearningBasedDetectionandClassificationSystemforCyberAttacksinIoTCommunicationNetworks.pdf,IoT-IDCS-CNN,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,CNN-based IoT cyber-attack detection,99.3%,,CNNs,NSL-KDD,
0.0,33_AfeaturevectorgenerativeadversarialnetworkforevadingPDFmalwareclassifiers.pdf,fvGAN,Integrity,Gradient-Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Generates adversarial PDFs to evade PDFRate.,98.5%,,PDFRate,"Contagio, Surrogate, Attack",https://doi.org/10.1016/j.ins.2020.02.075
0.0,34_SirenAttackGeneratingadversarialaudioforendtoendacousticsystems.pdf,SirenAttack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Deceives end-to-end acoustic systems,99.45%,,['ResNet18'],['IEMOCAP'],https://doi.org/10.1145/3320269.3384733
0.0,34_SirenAttackGeneratingadversarialaudioforendtoendacousticsystems.pdf,SirenAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Speech,Classification,yes,Deceives ASR platforms,,,"['Google Cloud Speech', 'Microsoft Bing Voice', 'IBM Speech-to-Text']",['Various ASR datasets'],https://doi.org/10.1145/3320269.3384733
0.0,35_BlackboxattacksonexplainableartificialintelligenceXAImethodsincybersecurity.pdf,Black Box Attacks on XAI,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Deceive classifier and explanation report,Varies per system and method,,"['Mimicus', 'Drebin', 'AAE']","['PDF malware', 'Android malware', ""UGR'16""]",https://ieeexplore.ieee.org/document/9152197
0.0,36_BadNetsEvaluatingbackdooringattacksondeepneuralnetworks.pdf,BadNet,Integrity,Gradient Based,WhiteBox,True,Evasion,Training,Computer Vision,Classification,yes,DNN misclassifies specific inputs.,99.5%,90%,"['CNN', 'F-RCNN']","['MNIST', 'U.S. traffic signs']",https://ieeexplore.ieee.org/document/2909068
0.0,36_BadNetsEvaluatingbackdooringattacksondeepneuralnetworks.pdf,BadNet,Integrity,Gradient Based,WhiteBox,True,Evasion,Training,Computer Vision,Classification,yes,Retained backdoor after transfer learning.,74.9%,61.6%,['Swedish traffic signs network'],['Swedish traffic signs'],https://ieeexplore.ieee.org/document/2909068
0.0,37_Poisonfrogstargetedcleanlabelpoisoningattacksonneuralnetworks.pdf,Clean-Label Poisoning,Integrity,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Classification,No,Manipulates classifier on a specific instance.,100%,0.0,['InceptionV3'],['ImageNet'],https://arxiv.org/abs/1804.00792
0.0,37_Poisonfrogstargetedcleanlabelpoisoningattacksonneuralnetworks.pdf,Clean-Label Poisoning,Integrity,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Classification,No,Single instance attack unsuccessful.,0%,0.0,['AlexNet'],['CIFAR-10'],https://arxiv.org/abs/1804.00792
0.0,37_Poisonfrogstargetedcleanlabelpoisoningattacksonneuralnetworks.pdf,Clean-Label Poisoning,Integrity,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Classification,No,Multiple instance attack with watermarking.,60%,0.0,['AlexNet'],['CIFAR-10'],https://arxiv.org/abs/1804.00792
0.0,38_Agrayboxapproachtocraftadversarialexamplesagainstgradientobfuscationdefenses.pdf,SST,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Attacks gradient obfuscation defenses,Varies (up to 100%),,"['RFN', 'Thermometer Encoding', 'SafetyNet', 'Defense-GAN']","['MNIST', 'CIFAR-10']",https://doi.org/10.1145/3270101.3270111
0.0,39_ManipulatingmachinelearningPoisoningattacksandcountermeasuresforregressionlearning.pdf,OptP,Availability,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Regression,no,Optimization-based poisoning with high impact on MSE,155.7%,0.0,"['Ridge', 'LASSO']","['Health Care', 'Loan', 'House Price']",0.0
0.0,39_ManipulatingmachinelearningPoisoningattacksandcountermeasuresforregressionlearning.pdf,StatP,Availability,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Regression,no,Statistical-based attack with effectiveness comparable to OptP,Comparable to OptP,0.0,"['Ridge', 'LASSO']","['Health Care', 'Loan', 'House Price']",0.0
0.0,39_ManipulatingmachinelearningPoisoningattacksandcountermeasuresforregressionlearning.pdf,TRIM Defense,Availability,Gradient Based,WhiteBox,False,Defense,Training,Computer Vision,Regression,no,TRIM significantly reduces MSE increase caused by poisoning,Reduces MSE increase to 6.1%,0.0,"['Ridge', 'LASSO']","['Health Care', 'Loan', 'House Price']",0.0
0.0,3_InfraredInvisibleClothingHidingfromInfraredDetectorsatMultipleAnglesinRealWorld.pdf,Infrared Invisible Clothing,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Clothing evades IR detectors.,87.7%,64.6%,['YOLOv3'],FLIR ADAS,https://www.flir.com/oem/adas/adas-dataset-form/
0.0,3_InfraredInvisibleClothingHidingfromInfraredDetectorsatMultipleAnglesinRealWorld.pdf,Infrared Invisible Clothing,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Clothing evades IR detectors.,Not provided,Not provided,"['Deformable DETR', 'RetinaNet', 'Libra-RCNN']",FLIR ADAS,https://www.flir.com/oem/adas/adas-dataset-form/
0.0,40_Adversarialjammingattacksondeepreinforcementlearningbaseddynamicmultichannelaccess.pdf,FNN-based attack,Availability,Interactive,BlackBox,False,Evasion,Serving,Network,Reinforcement learning,no,Jamming using FNNs.,,,['DRL-based dynamic channel access agent'],Not specified,Not provided
0.0,40_Adversarialjammingattacksondeepreinforcementlearningbaseddynamicmultichannelaccess.pdf,DRL-based attack,Availability,Interactive,BlackBox,False,Evasion,Serving,Network,Reinforcement learning,no,Jamming using DRL policies.,,,['DRL-based dynamic channel access agent'],Not specified,Not provided
0.0,41_SpongeExamplesEnergyLatencyAttacksonNeuralNetworks.pdf,sponge examples,Availability,Gradient Based,WhiteBox,False,Resources-Latency,Serving,NLP,Classification,yes,Maximize energy and latency,Varies,Varies,"['RoBERTa', 'BERT', 'Transformer-based']","['GLUE', 'SuperGLUE', 'WMT']",URL
0.0,41_SpongeExamplesEnergyLatencyAttacksonNeuralNetworks.pdf,sponge examples,Availability,Gradient Based,WhiteBox,False,Resources-Latency,Serving,Computer Vision,Classification,yes,Maximize energy and latency,Varies,Varies,"['ResNet', 'DenseNet', 'MobileNet']",['ImageNet-2017'],URL
0.0,41_SpongeExamplesEnergyLatencyAttacksonNeuralNetworks.pdf,sponge examples,Availability,Interactive,BlackBox,False,Resources-Latency,Serving,NLP,Classification,yes,Maximize energy and latency,Varies,Varies,"['RoBERTa', 'BERT', 'Transformer-based']","['GLUE', 'SuperGLUE', 'WMT']",URL
0.0,41_SpongeExamplesEnergyLatencyAttacksonNeuralNetworks.pdf,sponge examples,Availability,Interactive,BlackBox,False,Resources-Latency,Serving,Computer Vision,Classification,yes,Maximize energy and latency,Varies,Varies,"['ResNet', 'DenseNet', 'MobileNet']",['ImageNet-2017'],URL
0.0,42_APANDANOITSASLOTHSLOWDOWNATTACKSONADAPTIVEMULTIEXITNEURALNETWORKINFERENCE.pdf,DeepSloth,Availability,Gradiant Based,WhiteBox,False,Resources-Latency,Serving,Computer Vision,Classification,no,Increases inference time of multi-exit DNNs.,95%,0.0,"['VGG16', 'MobileNet', 'ResNet56', 'MSDNet']","['CIFAR-10', 'Tiny ImageNet']",https://github.com/sanghyun-hong/deepsloth
0.0,42_APANDANOITSASLOTHSLOWDOWNATTACKSONADAPTIVEMULTIEXITNEURALNETWORKINFERENCE.pdf,Universal DeepSloth,Availability,Gradiant Based,WhiteBox,False,Resources-Latency,Serving,Computer Vision,Classification,no,Uses single perturbation for minor slowdowns.,12%,0.0,"['VGG16', 'MobileNet', 'ResNet56', 'MSDNet']","['CIFAR-10', 'Tiny ImageNet']",https://github.com/sanghyun-hong/deepsloth
0.0,42_APANDANOITSASLOTHSLOWDOWNATTACKSONADAPTIVEMULTIEXITNEURALNETWORKINFERENCE.pdf,Class-Universal DeepSloth,Availability,Gradiant Based,WhiteBox,False,Resources-Latency,Serving,Computer Vision,Classification,no,Targets specific class for slowdowns.,25%,0.0,"['VGG16', 'MobileNet', 'ResNet56', 'MSDNet']","['CIFAR-10', 'Tiny ImageNet']",https://github.com/sanghyun-hong/deepsloth
0.0,42_APANDANOITSASLOTHSLOWDOWNATTACKSONADAPTIVEMULTIEXITNEURALNETWORKINFERENCE.pdf,Transferable DeepSloth,Availability,Transferable,BlackBox,False,Resources-Latency,Serving,Computer Vision,Classification,no,Transferable across architectures and datasets.,Varies,0.0,"['VGG16', 'MobileNet', 'ResNet56', 'MSDNet']","['CIFAR-10', 'Tiny ImageNet', 'CIFAR-100']",https://github.com/sanghyun-hong/deepsloth
0.0,43_BadCharactersImperceptibleNLPAttacks.pdf,Invisible Characters,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Uses invisible characters to evade detection,Varies,0.0,"['Fairseq', 'IBM Toxic Content Classifier', ""Google's Perspective API""]","['WMT14', 'Wikipedia Detox']",Provided paper link
0.0,43_BadCharactersImperceptibleNLPAttacks.pdf,Homoglyphs,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Exploits homoglyph characters to manipulate outputs,Varies,0.0,"['Fairseq', 'IBM Toxic Content Classifier', ""Google's Perspective API""]","['WMT14', 'Wikipedia Detox']",Provided paper link
0.0,43_BadCharactersImperceptibleNLPAttacks.pdf,Reorderings,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Alters character order to evade NLP models,Varies,0.0,"['Fairseq', 'IBM Toxic Content Classifier', ""Google's Perspective API""]","['WMT14', 'Wikipedia Detox']",Provided paper link
0.0,43_BadCharactersImperceptibleNLPAttacks.pdf,Deletions,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Uses deletions to disrupt model processing,Varies,0.0,"['Fairseq', 'IBM Toxic Content Classifier', ""Google's Perspective API""]","['WMT14', 'Wikipedia Detox']",Provided paper link
0.0,45_NeighborsFromHellVoltageAttacksAgainstDeepLearningAcceleratorsonMultiTenantFPGAs.pdf,Voltage Attacks,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Induces timing faults in DL accelerators,Not affected,,HPIPE MobileNet-V1,ImageNet,https://arxiv.org/abs/2102.02742
0.0,46_GradAutoEnergyorientedAttackonDynamicNeuralNetworks.pdf,GradAuto,Availability,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Activates more computation units to increase cost.,100%,,"['SkipNet', 'SACT', 'ManiDP']","['CIFAR-10', 'ImageNet']",https://github.com/JianhongPan/GradAuto
0.0,47_PhantomSpongesExploitingNonMaximumSuppressiontoAttackDeepObjectDetectors.pdf,Phantom Sponges,Availability,Gradient Based,WhiteBox,False,Latency,Serving,Computer Vision,Classification,no,Latency increase in object detection.,45%,0.0,"['YOLOv3', 'YOLOv4', 'YOLOv5']","['BDD', 'MTSD', 'PASCAL-VOC']",Not provided
0.0,48_GenericBlackBoxEndtoEndAttackAgainstStateoftheArtAPICallBasedMalwareClassifiers.pdf,GADGET,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Evasion of ML malware classifiers.,100,,"['RNN', 'LSTM', 'GRU', 'BRNN', 'BLSTM', 'Deep LSTM', 'Deep BLSTM', 'DNN', 'CNN', 'Random Forest', 'SVM', 'Logistic Regression', 'GBDT']","500K samples, ransomware and various malware types",https://arxiv.org/abs/1804.08778
0.0,49_AudioAdversarialExamplesTargetedAttacksonSpeechtoText.pdf,Audio Adversarial Examples,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,no,Transforms audio to transcribe any phrase.,100%,,['DeepSpeech'],['Common Voice'],https://arxiv.org/abs/1801.01944
0.0,4_AdversarialTextureforFoolingPersonDetectorsinthePhysicalWorld.pdf,AdvTexture,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Generates adversarial textures on clothes to evade person detectors.,36.2%,74.3%,"['YOLOv2', 'YOLOv3', 'Faster R-CNN', 'Mask R-CNN']",Inria Person,Not provided
0.0,50_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Graph structure and node feature manipulation.,Significant,,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,50_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Computer Vision,Classification,no,Graph structure and node feature manipulation.,Significant,,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,51_OnAdversarialRobustnessofTrajectoryPredictionforAutonomousVehicles.pdf,White-box attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Perturbs vehicle trajectories to maximize prediction error.,150%,,"['FQA', 'GRIP++', 'Trajectron++']","['Apolloscape', 'NGSIM', 'nuScenes']",Not provided
0.0,51_OnAdversarialRobustnessofTrajectoryPredictionforAutonomousVehicles.pdf,Black-box attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,"Uses PSO to perturb trajectories, maximizing error.",Similar to white-box,,"['FQA', 'GRIP++', 'Trajectron++']","['Apolloscape', 'NGSIM', 'nuScenes']",Not provided
0.0,52_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,HopSkipJump,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Cyber,Classification,no,Uses Chebyshev distance for adversarial examples,32.27%,0.0,"['RF', 'DT', 'ANN', 'LR']",0.0,0.0
0.0,52_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Fast Gradient Method,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Cyber,Classification,no,Manipulates input by gradient direction error,,0.0,"['RF', 'DT', 'ANN', 'LR']",0.0,0.0
0.0,52_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Carlini & Wagner,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Cyber,Classification,no,Optimization problem to exploit model configuration,,0.0,"['RF', 'DT', 'ANN', 'LR']",0.0,0.0
0.0,52_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Crafting Decision Tree,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Cyber,Classification,no,Exploits tree structure for adversarial crafting,,0.0,"['RF', 'DT', 'ANN', 'LR']",0.0,0.0
0.0,52_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Zeroth Order Optimization,Integrity,Transferable,BlackBox,False,Evasion,Testing,Cyber,Classification,no,Coordinate descent method for black-box attacks,12.29%,0.0,['RF'],0.0,0.0
0.0,54_Adversarialmachinelearninginnetworkintrusiondetectionsystems.pdf,PSO,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Particle swarm optimization for evasion,57.13%,0.0,"['SVM', 'DT', 'NB', 'KNN', 'RF', 'MLP', 'GB', 'LR', 'LDA', 'QDA', 'BAG']","['NSL-KDD', 'UNSW-NB15']",https://arxiv.org/abs/1907.03149
0.0,54_Adversarialmachinelearninginnetworkintrusiondetectionsystems.pdf,GA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Genetic algorithm for evasion,65.92%,0.0,"['SVM', 'DT', 'NB', 'KNN', 'RF', 'MLP', 'GB', 'LR', 'LDA', 'QDA', 'BAG']","['NSL-KDD', 'UNSW-NB15']",https://arxiv.org/abs/1907.03149
0.0,54_Adversarialmachinelearninginnetworkintrusiondetectionsystems.pdf,GAN,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Generative adversarial networks for evasion,66.40%,0.0,"['SVM', 'DT', 'NB', 'KNN', 'RF', 'MLP', 'GB', 'LR', 'LDA', 'QDA', 'BAG']","['NSL-KDD', 'UNSW-NB15']",https://arxiv.org/abs/1907.03149
0.0,54_Adversarialmachinelearninginnetworkintrusiondetectionsystems.pdf,MC,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Monte Carlo simulation for evasion,58.31%,0.0,"['SVM', 'DT', 'NB', 'KNN', 'RF', 'MLP', 'GB', 'LR', 'LDA', 'QDA', 'BAG']","['NSL-KDD', 'UNSW-NB15']",https://arxiv.org/abs/1907.03149
0.0,55_AdversarialAttackonMicroarchitecturalEventsbasedMalwareDetectors.pdf,Adversarial Attack on Microarchitectural Events,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Perturbations in HPC traces to misclassify malware.,18.04%,,['Neural Network-based Malware Detector'],"24,000 applications",https://doi.org/10.1145/3316781.3317762
0.0,56_ExaminingmachinelearningforGandbeyondthroughanadversariallens.pdf,CNN Modulation Classifier Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,No,Compromise CNN classifier integrity.,Not found,N/A,Not found,Not found,N/A
0.0,56_ExaminingmachinelearningforGandbeyondthroughanadversariallens.pdf,Channel Autoencoder Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Unsupervised,No,Increase channel autoencoder BLER.,Not found,N/A,Not found,Not found,N/A
0.0,56_ExaminingmachinelearningforGandbeyondthroughanadversariallens.pdf,DRL Noisy Feedback Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Reinforcement Learning,No,Degrade DRL system performance.,Not found,N/A,Not found,Not found,N/A
0.0,57_DeepReinforcementAdversarialLearningAgainstBotnetEvasionAttacks.pdf,Deep Reinforcement Adversarial Learning,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,DRL-generated evasive samples,97%,,"['Random Forest', 'Wide & Deep']","['CTU', 'BOTNET']",https://dx.doi.org/10.1109/TNSM.2020.3031843
0.0,57_DeepReinforcementAdversarialLearningAgainstBotnetEvasionAttacks.pdf,Deep Reinforcement Adversarial Learning,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,DRL-generated evasive samples,91%,,['Wide & Deep'],"['CTU', 'BOTNET']",https://dx.doi.org/10.1109/TNSM.2020.3031843
0.0,59_AdversarialattackonDLbasedmassiveMIMOCSIfeedback.pdf,Adversarial Attack on DL-based Massive MIMO CSI Feedback,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Cyber,Regression,no,White-box adversarial attack on DL-based CSI feedback.,,,CsiNet,Indoor and outdoor CSI datasets generated using the COST 2100 channel model,https://ieeexplore.ieee.org/document/9145221/
0.0,59_AdversarialattackonDLbasedmassiveMIMOCSIfeedback.pdf,Adversarial MIMO CSI Feedback,Integrity,Gradient-Based,WhiteBox,False,Evasion,Serving,Cyber,Regression,no,Disrupts DL-based CSI feedback by perturbation.,Significant,N/A,CsiNet,COST 2100 indoor/outdoor,https://ieeexplore.ieee.org/document/9145221/
0.0,5_DTAPhysicalCamouflageAttacksusingDifferentiableTransformationNetwork.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Camouflages 3D vehicles to evade detection,63%,60%,"['EfficientDetD0', 'YOLOv4', 'SSD', 'Faster R-CNN', 'Mask R-CNN']","CARLA, real-world",https://islab-ai.github.io/dta-cvpr2022/
0.0,60_AdversarialAttacksAgainstNetworkIntrusionDetectioninIoTSystems.pdf,Kitsune Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Modify packets to evade NIDS detection,94.31%,,['Kitsune NIDS'],['Mirai Botnet'],https://ieeexplore.ieee.org/document/9142397
0.0,60_AdversarialAttacksAgainstNetworkIntrusionDetectioninIoTSystems.pdf,Video Injection Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Alter packets to trigger false alarms,High,,['Kitsune NIDS'],['VideoInjection'],https://ieeexplore.ieee.org/document/9142397
0.0,61_AdversarialAttacksonDeepLearningBasedRadioSignalClassification.pdf,White-box input-specific adversarial attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,No,White-box attack causing misclassification.,100%,None,VT-CNN2,RML2016.10a,Not provided
0.0,61_AdversarialAttacksonDeepLearningBasedRadioSignalClassification.pdf,Black-box UAP attack,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,PCA-based UAP with high fooling rate.,Varies,None,"VT-CNN2, MLP",RML2016.10a,Not provided
0.0,62_BlackboxAdversarialMachineLearningAttackonNetworkTrafficClassification.pdf,,Integrity,BlackBox,BlackBox,False,Evasion,Serving,Network,Classification,no,Evasion attack on network traffic classification.,,,"['DNN', 'SVM']",UNB-CIC Tor,Not provided
0.0,63_AIMEDRLExploringAdversarialMalwareExampleswithReinforcementLearning.pdf,AIMED-RL,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,RL-based adversarial malware evasion.,42.13%,,['LightGBM'],"600,000 files",
0.0,65_IDSGANGenerativeAdversarialNetworksforAttackGenerationAgainstIntrusionDetection.pdf,IDSGAN,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Evades IDS by generating adversarial traffic.,99.995%,,"['SVM', 'NB', 'MLP', 'LR', 'DT', 'RF', 'KNN']",NSL-KDD,Not provided
0.0,66_Foolingintrusiondetectionsystemsusingadversariallyautoencoder.pdf,AIDAE,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Generates features to disable IDS,50.075%,,"['LR', 'k-NN', 'DT', 'AdaBoost', 'RF', 'CNN+LSTM']","['NSL-KDD', 'UNSW-NB15', 'CICIDS2017']",https://doi.org/10.1016/j.dcan.2020.11.001
0.0,68_AdversarialAttacksforTabularDataApplicationtoFraudDetectionandImbalancedData.pdf,ZOO,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Zeroth Order Optimization attack,100%,0.0,XGBoost,German Credit Dataset,viXra:1202.0308v1
0.0,68_AdversarialAttacksforTabularDataApplicationtoFraudDetectionandImbalancedData.pdf,Boundary,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Decision-Based attack,100%,0.0,XGBoost,German Credit Dataset,viXra:1202.0308v1
0.0,68_AdversarialAttacksforTabularDataApplicationtoFraudDetectionandImbalancedData.pdf,HopSkipJump,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Query-Efficient Decision-Based attack,100%,0.0,XGBoost,German Credit Dataset,viXra:1202.0308v1
0.0,6_FcaLearningadfullcoveragevehiclecamouflageformultiviewphysicaladversarialattack.pdf,FCA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,3D vehicle camouflage to evade detection,32.07%,65.28%,"['YOLO-V3', 'YOLO-V5', 'Faster R-CNN', 'SSD', 'Mask R-CNN']",CARLA,Not provided
0.0,70_IgnorePreviousPromptAttackTechniquesForLanguageModels.pdf,goal hijacking,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Changes LLM's goal to a specific output.,58.6%,0.0,['GPT-3'],OpenAI Examples,
0.0,70_IgnorePreviousPromptAttackTechniquesForLanguageModels.pdf,prompt leaking,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Exposes application's original prompt.,23.6%,0.0,['GPT-3'],OpenAI Examples,
0.0,71_AdversarialAttacksonCopyrightDetectionSystems.pdf,White-box attacks on audio fingerprinting,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,No,Gradient-based attack on audio fingerprinting,94.5%,,['Shazam-like neural network model'],Top billboard songs from the past 10 years,https://www.cs.umd.edu/tomg/projects/copyrightattack/
0.0,71_AdversarialAttacksonCopyrightDetectionSystems.pdf,Transfer attacks on AudioTag,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Transfer attack on AudioTag system,Not stated,,['AudioTag music recognition service'],Top billboard songs from the past 10 years,https://www.cs.umd.edu/tomg/projects/copyrightattack/
0.0,71_AdversarialAttacksonCopyrightDetectionSystems.pdf,Transfer attacks on YouTube Content ID,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Transfer attack on YouTube Content ID,67%,,['YouTube Content ID system'],Top billboard songs from the past 10 years,https://www.cs.umd.edu/tomg/projects/copyrightattack/
0.0,72_FunctionalAdversarialAttacks.pdf,ReColorAdv,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Changes image colors to evade classifiers.,3.0%,,"['ResNet-32', 'Inception-v4']","['CIFAR-10', 'ImageNet']",https://github.com/cassidylaidlaw/ReColorAdv
0.0,73_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Computer Vision,Classification,no,Targets features and graph structure,Varies,,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Polblogs']",https://doi.org/10.1145/3219819.3220078
0.0,73_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack-In,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Computer Vision,Classification,no,Influence attack via node neighbors,Varies,,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Polblogs']",https://doi.org/10.1145/3219819.3220078
0.0,74_AdversarialAttacksonMachineLearningSystemsforHighFrequencyTrading.pdf,Gradient-Based HFT Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Uses gradient ascent with cost constraints.,,,"['Linear', 'MLP', 'LSTM']",Nasdaq order book data,https://doi.org/10.1145/3490354.3494367
0.0,74_AdversarialAttacksonMachineLearningSystemsforHighFrequencyTrading.pdf,Universal Transfer HFT Attack,Integrity,Transferable,BlackBox,False,Evasion,Serving,Finance,Classification,no,Crafts universal perturbations on surrogates.,,,Surrogate models,Nasdaq order book data,https://doi.org/10.1145/3490354.3494367
